序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
301,768,中航飞机,中航飞机股份有限公司,西安市,阎良区,310.79亿,4.74亿,29223,1997-06-26,--,,航空装备,"主营业务:军民用大中型飞机整机及航空零部件等航空产品的研发、生产和销售,此外公司亦从事运输设备工业、建材工业相关产品及其他产品的生产和销售。","军民用大中型飞机整机及航空零部件等航空产品的研发、生产和销售,此外公司亦从事运输设备工业、建材工业相关产品及其他产品的生产和销售。"
302,776,广发证券,广发证券股份有限公司,广州市,黄埔区,216.39亿,90.83亿,11736,1997-06-11,--,,证券,主营业务:证券经纪;证券投资咨询;与证券交易、证券投资活动有关的财务顾问。,证券经纪;证券投资咨询;与证券交易、证券投资活动有关的财务顾问。
303,777,中核科技,中核苏阀科技实业股份有限公司,苏州市,常熟市,8.74亿,4003.37万,1143,1997-07-10,--,,基础件,主营业务:工业阀门的研发、设计、制造及销售,工业阀门的研发、设计、制造及销售
304,778,新兴铸管,新兴铸管股份有限公司,邯郸市,武安市,413.69亿,10.63亿,15991,1997-06-06,--,,普钢,主营业务:离心球墨铸铁管及配套管件、铸造制品、钢塑复合管、钢格板、特种钢管、钢铁冶炼及压延加工等。,离心球墨铸铁管及配套管件、铸造制品、钢塑复合管、钢格板、特种钢管、钢铁冶炼及压延加工等。
305,779,甘咨询,甘肃工程咨询集团股份有限公司,兰州市,皋兰县,19.15亿,2.77亿,3959,1997-05-28,--,,毛纺,主营业务:毛纺业务和工程咨询业务,毛纺业务和工程咨询业务
306,780,*ST平能,内蒙古平庄能源股份有限公司,赤峰市,元宝山区,28.08亿,4.84亿,7425,1997-06-06,--,,煤炭开采洗选,主营业务:煤炭生产、洗选加工、销售,煤炭生产、洗选加工、销售
307,782,美达股份,广东新会美达锦纶股份有限公司,江门市,新会区,35.59亿,3680.35万,2802,1997-06-19,--,,锦纶,主营业务:锦纶6切片、纺丝、织造、染整、服装加工,锦纶6切片、纺丝、织造、染整、服装加工
308,783,长江证券,长江证券股份有限公司,武汉市,江汉区,56.64亿,15.43亿,6064,1997-07-31,--,,证券,主营业务:证券代理买卖、证券自营、证券承销、受托资产管理等证券类业务。,证券代理买卖、证券自营、证券承销、受托资产管理等证券类业务。
309,785,居然之家,居然之家新零售集团股份有限公司,武汉市,武昌区,39.97亿,3.95亿,11899,1997-07-11,--,,百货,主营业务:从事零售业务，业态主要包含现代百货、购物中心以及超市和家居卖场业务、家居建材超市业务和家装业务。,从事零售业务，业态主要包含现代百货、购物中心以及超市和家居卖场业务、家居建材超市业务和家装业务。
310,786,北新建材,北新集团建材股份有限公司,北京市,海淀区,111.64亿,23.55亿,11527,1997-06-06,--,,其他建材,主营业务:为各类建筑和家庭客户提供石膏板墙体吊顶系统、矿棉板吊顶吸声系统、金邦板外墙屋面系统、内外墙环保涂料系统、岩棉防火保温系统、节能门窗系统、高效智能采暖系统、静音建筑管道系统等节能环保新型建材全套解决方案,为各类建筑和家庭客户提供石膏板墙体吊顶系统、矿棉板吊顶吸声系统、金邦板外墙屋面系统、内外墙环保涂料系统、岩棉防火保温系统、节能门窗系统、高效智能采暖系统、静音建筑管道系统等节能环保新型建材全套解决方案
311,788,北大医药,北大医药股份有限公司,重庆市,北碚区,21.46亿,3313.98万,805,1997-06-16,--,,生物医药,主营业务:研制开发、生产销售医药原料药及制剂产品,研制开发、生产销售医药原料药及制剂产品
312,789,万年青,江西万年青水泥股份有限公司,上饶市,万年县,70.94亿,8.42亿,6880,1997-09-23,--,,水泥,主营业务:硅酸盐水泥熟料及硅酸盐水泥的生产和销售,硅酸盐水泥熟料及硅酸盐水泥的生产和销售
313,790,华神科技,成都华神科技集团股份有限公司,成都市,武侯区,5.91亿,1.72亿,698,1998-03-27,--,,中药生产,主营业务:中西成药、生物制药的生产与销售及钢结构房屋建筑设计与施工,中西成药、生物制药的生产与销售及钢结构房屋建筑设计与施工
314,791,甘肃电投,甘肃电投能源发展股份有限公司,兰州市,城关区,19.87亿,2.68亿,2021,1997-10-14,--,,水电,主营业务:电力产品的生产和销售。,电力产品的生产和销售。
315,792,*ST盐湖,青海盐湖工业股份有限公司,海西蒙古族藏族自治州,格尔木市,116.99亿,-42.88亿,15856,1997-09-04,--,,钾肥,主营业务:氯化钾的开发、生产和销售；盐湖资源综合开发利用；其他业务，包括水泥生产、商贸连锁业务以及酒店业务。,氯化钾的开发、生产和销售；盐湖资源综合开发利用；其他业务，包括水泥生产、商贸连锁业务以及酒店业务。
316,793,华闻集团,华闻传媒投资集团股份有限公司,海口市,美兰区,34.21亿,4.23亿,3934,1997-07-29,--,,平面媒体,主营业务:区域资讯媒体及相关延伸服务、广播广告营销、手机视频服务、流量经营业务、车联网运营及服务、网络游戏研发与运营、景区开发、建设与运营,区域资讯媒体及相关延伸服务、广播广告营销、手机视频服务、流量经营业务、车联网运营及服务、网络游戏研发与运营、景区开发、建设与运营
317,795,英洛华,英洛华科技股份有限公司,太原市,迎泽区,18.57亿,1.03亿,3376,1997-08-08,--,,磁性材料,主营业务:稀土永磁材料与制品、电机系列、物流与消防智能装备。,稀土永磁材料与制品、电机系列、物流与消防智能装备。
318,796,凯撒旅业,凯撒同盛发展股份有限公司,宝鸡市,渭滨区,80.45亿,2.44亿,6270,1997-07-03,--,,旅游服务,主营业务:从事航食、铁路配餐和出境游业务,从事航食、铁路配餐和出境游业务
319,797,中国武夷,中国武夷实业股份有限公司,福州市,鼓楼区,41.72亿,2.61亿,4516,1997-07-15,--,,房地产开发,主营业务:投资开发、工程承包、外经外贸,投资开发、工程承包、外经外贸
320,798,中水渔业,中水集团远洋股份有限公司,北京市,西城区,7.48亿,5009.38万,1371,1998-02-12,--,,海洋渔业,主营业务:远洋水产品的捕捞、储运、销售和进出口以及紫菜、海带等产品的加工及销售等。,远洋水产品的捕捞、储运、销售和进出口以及紫菜、海带等产品的加工及销售等。
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
321,799,酒鬼酒,酒鬼酒股份有限公司,湘西土家族苗族自治州,吉首市,8.78亿,1.74亿,1680,1997-07-18,--,,白酒,主营业务:生产和销售白酒系列产品,生产和销售白酒系列产品
322,800,一汽轿车,一汽轿车股份有限公司,长春市,长春市,272.99亿,2.45亿,6891,1997-06-18,--,,乘用车,主营业务:商用车整车的研发、生产和销售,商用车整车的研发、生产和销售
323,801,四川九洲,四川九洲电器股份有限公司,绵阳市,绵阳市,31.65亿,81.44万,4349,1998-05-06,--,,视听器材,主营业务:数字终端产品、宽带网络系统设备、光器件及LNB等产品的研发、生产和全球销售。,数字终端产品、宽带网络系统设备、光器件及LNB等产品的研发、生产和全球销售。
324,802,北京文化,北京京西文化旅游股份有限公司,北京市,门头沟区,13.21亿,3.20亿,226,1998-01-08,--,,影视,主营业务:旅游和影视文化,旅游和影视文化
325,803,*ST金宇,四川金宇汽车城(集团)股份有限公司,南充市,顺庆区,2.99亿,3857.09万,63,1998-03-03,--,,纺织,主营业务:光伏变电设备的研发、制造和销售，高压电极锅炉集成，丝绸商贸和商业地产经营等,光伏变电设备的研发、制造和销售，高压电极锅炉集成，丝绸商贸和商业地产经营等
326,806,ST银河,北海银河生物产业投资股份有限公司,北海市,海城区,10.46亿,1394.54万,2189,1998-04-16,--,,其他输变电设备,主营业务:电力自动化及电气设备、电子元器件、软件开发和系统集成等,电力自动化及电气设备、电子元器件、软件开发和系统集成等
327,807,云铝股份,云南铝业股份有限公司,昆明市,呈贡区,221.30亿,7.17亿,12000,1998-04-08,--,,铝,主营业务:重熔用铝锭及铝加工制品、炭素及炭素制品、氧化铝的加工及销售。,重熔用铝锭及铝加工制品、炭素及炭素制品、氧化铝的加工及销售。
328,809,铁岭新城,铁岭新城投资控股(集团)股份有限公司,铁岭市,铁岭县,7972.37万,1.01亿,158,1998-06-16,--,,房地产开发,主营业务:投资、土地一级开发等。,投资、土地一级开发等。
329,810,创维数字,创维数字股份有限公司,遂宁市,船山区,72.53亿,9524.42万,7040,1998-06-02,--,,机顶盒,主营业务:数字电视智能终端及软件系统与平台的研究、开发、生产、销售、运营与服务。,数字电视智能终端及软件系统与平台的研究、开发、生产、销售、运营与服务。
330,811,冰轮环境,冰轮环境技术股份有限公司,烟台市,芝罘区,34.52亿,3.31亿,1383,1998-05-28,--,,制冷空调设备,"主营业务:从事商业冷冻设备、工业冷冻设备及应用系统集成、工程成套服务,广泛服务于食品冷链、物流、石化、医药、能源等行业。","从事商业冷冻设备、工业冷冻设备及应用系统集成、工程成套服务,广泛服务于食品冷链、物流、石化、医药、能源等行业。"
331,812,陕西金叶,陕西金叶科教集团股份有限公司,西安市,雁塔区,7.74亿,5057.57万,1469,1998-06-23,--,,包装印刷,主营业务:烟标及卷烟过滤材料生产销售、教育产业,烟标及卷烟过滤材料生产销售、教育产业
332,813,德展健康,德展大健康股份有限公司,乌鲁木齐市,新市区,22.20亿,7.95亿,960,1998-05-19,--,,生物医药,主营业务:药品的研发、生产和销售,药品的研发、生产和销售
333,815,美利云,中冶美利云产业投资股份有限公司,银川市,兴庆区,8.41亿,2558.54万,1182,1998-06-09,--,,造纸,主营业务:中、高档文化用纸及特种纸的生产与销售,中、高档文化用纸及特种纸的生产与销售
334,816,ST慧业,江苏农华智慧农业科技股份有限公司,盐城市,亭湖区,17.40亿,-3.00亿,1911,1997-08-18,--,,内燃机,主营业务:柴油机、小型通用汽油机及终端产品的制造及销售，煤炭的开采与销售,柴油机、小型通用汽油机及终端产品的制造及销售，煤炭的开采与销售
335,818,航锦科技,航锦科技股份有限公司,葫芦岛市,连山区,34.01亿,2.62亿,4218,1997-10-17,--,,聚氨酯,主营业务:半导体电子和基础化工原料,半导体电子和基础化工原料
336,819,岳阳兴长,岳阳兴长石化股份有限公司,岳阳市,云溪区,15.88亿,-1257.71万,634,1997-06-25,--,,石油加工,主营业务:石油化工产品的开发、生产、销售,石油化工产品的开发、生产、销售
337,820,*ST节能,神雾节能股份有限公司,锦州市,凌海市,10.96亿,1.59亿,129,1998-06-30,--,,节能环保,主营业务:工程总承包、工程咨询设计和其他业务,工程总承包、工程咨询设计和其他业务
338,821,京山轻机,湖北京山轻工机械股份有限公司,荆门市,京山县,15.37亿,1.60亿,3166,1998-06-26,--,,印刷包装设备,主营业务:纸箱、纸盒包装机械及印刷机械的制造、销售，工业自动化和机器人业务以及汽车零部件制造、销售。,纸箱、纸盒包装机械及印刷机械的制造、销售，工业自动化和机器人业务以及汽车零部件制造、销售。
339,822,山东海化,山东海化股份有限公司,潍坊市,寒亭区,48.17亿,6.58亿,4731,1998-07-03,--,,纯碱,主营业务:纯碱、烧碱、硝酸钠、亚硝酸钠、工业溴及溴素、工业盐、硝基苯、苯胺、二氯甲烷、三氯甲烷、盐酸、硫酸、氯化钙、硫酸钾、氯化镁、氢氧化镁等苦卤系列产品的生产、销售；卤水开采、销售；盐膜经销等。,纯碱、烧碱、硝酸钠、亚硝酸钠、工业溴及溴素、工业盐、硝基苯、苯胺、二氯甲烷、三氯甲烷、盐酸、硫酸、氯化钙、硫酸钾、氯化镁、氢氧化镁等苦卤系列产品的生产、销售；卤水开采、销售；盐膜经销等。
340,823,超声电子,广东汕头超声电子股份有限公司,汕头市,龙湖区,43.33亿,2.41亿,6727,1997-10-08,--,,电子元件,主营业务:印制线路板、液晶显示器、超薄及特种覆铜板、超声电子仪器的研制、生产和销售。,印制线路板、液晶显示器、超薄及特种覆铜板、超声电子仪器的研制、生产和销售。
